cod poblacion,poblacion,cod provincia,provincia
30,Los Ausines,9,Burgos
72,Carcedo de Burgos,9,Burgos
177,Ibeas de Juarros,9,Burgos
73,Cardeñadijo,9,Burgos
23,Arcos,9,Burgos
434,Villagonzalo Pedernales,9,Burgos
458,Villariezo,9,Burgos
439,Villalbilla de Burgos,9,Burgos
439,Villalbilla de Burgos,9,Burgos
372,Sotragero,9,Burgos
429,Villaescusa la Sombría,9,Burgos
906,Merindad de Río Ubierna,9,Burgos
907,Alfoz de Quintanadueñas,9,Burgos
177,Ibeas de Juarros,9,Burgos
335,San Adrián de Juarros,9,Burgos
86,Castrillo del Val,9,Burgos
463,Villasur de Herreros,9,Burgos
303,Rábanos,9,Burgos
74,Cardeñajimeno,9,Burgos
59,Burgos,9,Burgos
29,Atapuerca,9,Burgos
44,Barrios de Colina,9,Burgos
326,Rubena,9,Burgos
266,Pineda de la Sierra,9,Burgos
26,Arlanzón,9,Burgos
219,Miranda de Ebro,9,Burgos
412,Valle de Tobalina,9,Burgos
255,Partido de la Sierra en Tobalina,9,Burgos
412,Valle de Tobalina,9,Burgos
238,Oña,9,Burgos
134,Frías,9,Burgos
412,Valle de Tobalina,9,Burgos
213,Merindad de Cuesta-Urria,9,Burgos
219,Miranda de Ebro,9,Burgos
102,Cillaperlata,9,Burgos
394,Trespaderne,9,Burgos
412,Valle de Tobalina,9,Burgos
54,Bozoó,9,Burgos
109,Condado de Treviño,9,Burgos
109,Condado de Treviño,9,Burgos
109,Condado de Treviño,9,Burgos
109,Condado de Treviño,9,Burgos
219,Miranda de Ebro,9,Burgos
454,Villanueva de Teba,9,Burgos
353,Santa María Rivarredonda,9,Burgos
16,Ameyugo,9,Burgos
54,Bozoó,9,Burgos
13,Altable,9,Burgos
219,Miranda de Ebro,9,Burgos
120,Encío,9,Burgos
419,Valluércanes,9,Burgos
347,Santa Gadea del Cid,9,Burgos
250,Pampliega,9,Burgos
472,Villazopeque,9,Burgos
456,Villaquirán de los Infantes,9,Burgos
47,Belbimbre,9,Burgos
467,Villaverde-Mogina,9,Burgos
95,Celada del Camino,9,Burgos
41,Barrio de Muñó,9,Burgos
250,Pampliega,9,Burgos
249,Palazuelos de Muñó,9,Burgos
375,Tamarón,9,Burgos
159,Hontanas,9,Burgos
180,Iglesias,9,Burgos
441,Villaldemiro,9,Burgos
79,Castellanos de Castro,9,Burgos
206,Mazuela,9,Burgos
236,Olmillos de Muñó,9,Burgos
198,Mahamud,9,Burgos
466,Villaverde del Monte,9,Burgos
275,Presencio,9,Burgos
101,Ciadoncha,9,Burgos
338,San Mamés de Burgos,9,Burgos
58,Buniel,9,Burgos
167,Hornillos del Camino,9,Burgos
125,Estépar,9,Burgos
128,Frandovínez,9,Burgos
11,Alfoz de Bricia,9,Burgos
125,Estépar,9,Burgos
23,Arcos,9,Burgos
93,Cayuela,9,Burgos
63,Cavia,9,Burgos
9,Albillos,9,Burgos
56,Briviesca,9,Burgos
135,Fuentebureba,9,Burgos
60,Busto de Bureba,9,Burgos
283,Quintanaélez,9,Burgos
408,Vallarta de Bureba,9,Burgos
52,Berzosa de Bureba,9,Burgos
485,Zuñeda,9,Burgos
56,Briviesca,9,Burgos
149,Grisaleña,9,Burgos
43,Los Barrios de Bureba,9,Burgos
71,Carcedo de Bureba,9,Burgos
238,Oña,9,Burgos
272,Poza de la Sal,9,Burgos
195,Llano de Bureba,9,Burgos
265,Piérnigas,9,Burgos
280,Quintanabureba,9,Burgos
323,Rojas,9,Burgos
143,Galbarros,9,Burgos
334,Salinillas de Bureba,9,Burgos
273,Prádanos de Bureba,9,Burgos
56,Briviesca,9,Burgos
36,Bañuelos de Bureba,9,Burgos
48,Belorado,9,Burgos
76,Carrias,9,Burgos
310,Reinoso,9,Burgos
422,La Vid de Bureba,9,Burgos
230,Navas de Bureba,9,Burgos
7,Aguilar de Bureba,9,Burgos
43,Los Barrios de Bureba,9,Burgos
238,Oña,9,Burgos
423,Vileña,9,Burgos
56,Briviesca,9,Burgos
48,Belorado,9,Burgos
115,Cubo de Bureba,9,Burgos
220,Miraveche,9,Burgos
431,Villafranca Montes de Oca,9,Burgos
392,Tosantos,9,Burgos
123,Espinosa del Camino,9,Burgos
10,Alcocero de Mola,9,Burgos
48,Belorado,9,Burgos
411,Valle de Oca,9,Burgos
431,Villafranca Montes de Oca,9,Burgos
445,Villambistia,9,Burgos
83,Castil de Peones,9,Burgos
424,Viloria de Rioja,9,Burgos
82,Castildelgado,9,Burgos
308,Redecilla del Campo,9,Burgos
178,Ibrillos,9,Burgos
46,Bascuñana,9,Burgos
130,Fresneña,9,Burgos
307,Redecilla del Camino,9,Burgos
274,Pradoluengo,9,Burgos
48,Belorado,9,Burgos
129,Fresneda de la Sierra Tirón,9,Burgos
360,San Vicente del Valle,9,Burgos
303,Rábanos,9,Burgos
274,Pradoluengo,9,Burgos
346,Santa Cruz del Valle Urbión,9,Burgos
407,Valmala,9,Burgos
433,Villagalijo,9,Burgos
303,Rábanos,9,Burgos
98,Cerezo de Río Tirón,9,Burgos
308,Redecilla del Campo,9,Burgos
298,Quintanilla San García,9,Burgos
48,Belorado,9,Burgos
132,Fresno de Río Tirón,9,Burgos
77,Cascajares de Bureba,9,Burgos
120,Encío,9,Burgos
251,Pancorbo,9,Burgos
410,Valle de Mena,9,Burgos
133,Fresno de Rodilla,9,Burgos
288,Quintanapalla,9,Burgos
56,Briviesca,9,Burgos
351,Santa María del Invierno,9,Burgos
292,Quintanavides,9,Burgos
27,Arraya de Oca,9,Burgos
100,Cerratón de Juarros,9,Burgos
224,Monasterio de Rodilla,9,Burgos
354,Santa Olalla de Bureba,9,Burgos
429,Villaescusa la Sombría,9,Burgos
219,Miranda de Ebro,9,Burgos
57,Bugedo,9,Burgos
276,La Puebla de Arganzón,9,Burgos
109,Condado de Treviño,9,Burgos
321,Roa,9,Burgos
391,Tórtoles de Esgueva,9,Burgos
390,Torresandino,9,Burgos
464,Villatuelda,9,Burgos
235,Olmedillo de Roa,9,Burgos
168,La Horra,9,Burgos
391,Tórtoles de Esgueva,9,Burgos
17,Anguix,9,Burgos
428,Villaescusa de Roa,9,Burgos
256,Pedrosa de Duero,9,Burgos
139,Fuentemolinos,9,Burgos
136,Fuentecén,9,Burgos
117,La Cueva de Roa,9,Burgos
51,Berlangas de Roa,9,Burgos
170,Hoyales de Roa,9,Burgos
256,Pedrosa de Duero,9,Burgos
339,San Martín de Rubiales,9,Burgos
199,Mambrilla de Castrejón,9,Burgos
138,Fuentelisendo,9,Burgos
405,Valdezate,9,Burgos
229,Nava de Roa,9,Burgos
406,Valdorros,9,Burgos
108,Cogollos,9,Burgos
196,Madrigal del Monte,9,Burgos
197,Madrigalejo del Monte,9,Burgos
418,Valles de Palenzuela,9,Burgos
448,Villangómez,9,Burgos
480,Zael,9,Burgos
466,Villaverde del Monte,9,Burgos
443,Villamayor de los Montes,9,Burgos
194,Lerma,9,Burgos
194,Lerma,9,Burgos
343,Santa Cecilia,9,Burgos
384,Tordómar,9,Burgos
262,Peral de Arlanza,9,Burgos
389,Torrepadre,9,Burgos
350,Santa María del Campo,9,Burgos
437,Villahoz,9,Burgos
325,Royuela de Río Franco,9,Burgos
432,Villafruela,9,Burgos
389,Torrepadre,9,Burgos
325,Royuela de Río Franco,9,Burgos
32,Avellanosa de Muñó,9,Burgos
179,Iglesiarrubia,9,Burgos
208,Mecerreyes,9,Burgos
113,Covarrubias,9,Burgos
901,Quintanilla del Agua y Tordueles,9,Burgos
311,Retuerta,9,Burgos
113,Covarrubias,9,Burgos
277,Puentedura,9,Burgos
194,Lerma,9,Burgos
94,Cebrecos,9,Burgos
295,Quintanilla del Coco,9,Burgos
194,Lerma,9,Burgos
231,Nebreda,9,Burgos
366,Solarana,9,Burgos
104,Cilleruelo de Arriba,9,Burgos
267,Pineda Trasmonte,9,Burgos
127,Fontioso,9,Burgos
294,Quintanilla de la Mata,9,Burgos
194,Lerma,9,Burgos
103,Cilleruelo de Abajo,9,Burgos
355,Santibáñez de Esgueva,9,Burgos
33,Bahabón de Esgueva,9,Burgos
61,Cabañes de Esgueva,9,Burgos
239,Oquillas,9,Burgos
162,Hontoria de la Cantera,9,Burgos
30,Los Ausines,9,Burgos
114,Cubillo del Campo,9,Burgos
352,Santa María del Mercadillo,9,Burgos
270,Pinilla Trasmonte,9,Burgos
281,Quintana del Pidio,9,Burgos
18,Aranda de Duero,9,Burgos
151,Gumiel de Izán,9,Burgos
386,Torrecilla del Monte,9,Burgos
348,Santa Inés,9,Burgos
442,Villalmanzo,9,Burgos
197,Madrigalejo del Monte,9,Burgos
85,Castrillo de la Vega,9,Burgos
18,Aranda de Duero,9,Burgos
261,Peñaranda de Duero,9,Burgos
112,Coruña del Conde,9,Burgos
19,Arandilla,9,Burgos
174,Huerta de Rey,9,Burgos
155,Haza,9,Burgos
369,Sotillo de la Ribera,9,Burgos
369,Sotillo de la Ribera,9,Burgos
380,Terradillos de Esgueva,9,Burgos
438,Villalba de Duero,9,Burgos
152,Gumiel de Mercado,9,Burgos
164,Hontoria de Valdearados,9,Burgos
35,Baños de Valdearados,9,Burgos
18,Aranda de Duero,9,Burgos
451,Villanueva de Gumiel,9,Burgos
21,Arauzo de Salce,9,Burgos
20,Arauzo de Miel,9,Burgos
64,Caleruega,9,Burgos
22,Arauzo de Torre,9,Burgos
403,Valdeande,9,Burgos
440,Villalbilla de Gumiel,9,Burgos
396,Tubilla del Lago,9,Burgos
279,Quemada,9,Burgos
174,Huerta de Rey,9,Burgos
218,Milagros,9,Burgos
140,Fuentenebro,9,Burgos
253,Pardilla,9,Burgos
160,Hontangas,9,Burgos
365,La Sequera de Haza,9,Burgos
228,Moradillo de Roa,9,Burgos
3,Adrada de Haza,9,Burgos
155,Haza,9,Burgos
141,Fuentespina,9,Burgos
137,Fuentelcésped,9,Burgos
421,La Vid y Barrios,9,Burgos
345,Santa Cruz de la Salceda,9,Burgos
483,Zazuar,9,Burgos
337,San Juan del Monte,9,Burgos
261,Peñaranda de Duero,9,Burgos
55,Brazacorta,9,Burgos
131,Fresnillo de las Dueñas,9,Burgos
400,Vadocondes,9,Burgos
421,La Vid y Barrios,9,Burgos
65,Campillo de Aranda,9,Burgos
387,Torregalindo,9,Burgos
209,Medina de Pomar,9,Burgos
189,Junta de Traslaloma,9,Burgos
908,Valle de Losa,9,Burgos
190,Junta de Villalba de Losa,9,Burgos
50,Berberana,9,Burgos
908,Valle de Losa,9,Burgos
908,Valle de Losa,9,Burgos
209,Medina de Pomar,9,Burgos
903,Villarcayo de Merindad de Castilla la Vieja,9,Burgos
209,Medina de Pomar,9,Burgos
209,Medina de Pomar,9,Burgos
214,Merindad de Montija,9,Burgos
189,Junta de Traslaloma,9,Burgos
213,Merindad de Cuesta-Urria,9,Burgos
209,Medina de Pomar,9,Burgos
238,Oña,9,Burgos
394,Trespaderne,9,Burgos
410,Valle de Mena,9,Burgos
412,Valle de Tobalina,9,Burgos
394,Trespaderne,9,Burgos
903,Villarcayo de Merindad de Castilla la Vieja,9,Burgos
213,Merindad de Cuesta-Urria,9,Burgos
903,Villarcayo de Merindad de Castilla la Vieja,9,Burgos
14,Los Altos,9,Burgos
905,Valle de Sedano,9,Burgos
903,Villarcayo de Merindad de Castilla la Vieja,9,Burgos
903,Villarcayo de Merindad de Castilla la Vieja,9,Burgos
238,Oña,9,Burgos
903,Villarcayo de Merindad de Castilla la Vieja,9,Burgos
903,Villarcayo de Merindad de Castilla la Vieja,9,Burgos
903,Villarcayo de Merindad de Castilla la Vieja,9,Burgos
215,Merindad de Sotoscueva,9,Burgos
216,Merindad de Valdeporres,9,Burgos
409,Valle de Manzanedo,9,Burgos
903,Villarcayo de Merindad de Castilla la Vieja,9,Burgos
238,Oña,9,Burgos
217,Merindad de Valdivielso,9,Burgos
14,Los Altos,9,Burgos
124,Espinosa de los Monteros,9,Burgos
124,Espinosa de los Monteros,9,Burgos
215,Merindad de Sotoscueva,9,Burgos
124,Espinosa de los Monteros,9,Burgos
215,Merindad de Sotoscueva,9,Burgos
214,Merindad de Montija,9,Burgos
124,Espinosa de los Monteros,9,Burgos
410,Valle de Mena,9,Burgos
25,Arija,9,Burgos
12,Alfoz de Santa Gadea,9,Burgos
12,Alfoz de Santa Gadea,9,Burgos
11,Alfoz de Bricia,9,Burgos
413,Valle de Valdebezana,9,Burgos
413,Valle de Valdebezana,9,Burgos
409,Valle de Manzanedo,9,Burgos
11,Alfoz de Bricia,9,Burgos
216,Merindad de Valdeporres,9,Burgos
216,Merindad de Valdeporres,9,Burgos
410,Valle de Mena,9,Burgos
410,Valle de Mena,9,Burgos
410,Valle de Mena,9,Burgos
410,Valle de Mena,9,Burgos
410,Valle de Mena,9,Burgos
250,Pampliega,9,Burgos
410,Valle de Mena,9,Burgos
906,Merindad de Río Ubierna,9,Burgos
904,Valle de las Navas,9,Burgos
327,Rublacedo de Abajo,9,Burgos
71,Carcedo de Bureba,9,Burgos
272,Poza de la Sal,9,Burgos
1,Abajas,9,Burgos
68,Cantabrana,9,Burgos
329,Salas de Bureba,9,Burgos
238,Oña,9,Burgos
244,Padrones de Bureba,9,Burgos
6,Aguas Cándidas,9,Burgos
328,Rucandio,9,Burgos
213,Merindad de Cuesta-Urria,9,Burgos
330,Salas de los Infantes,9,Burgos
358,Santo Domingo de Silos,9,Burgos
122,Espinosa de Cervera,9,Burgos
105,Ciruelos de Cervera,9,Burgos
450,Villanueva de Carazo,9,Burgos
154,Hacinas,9,Burgos
70,Carazo,9,Burgos
201,Mamolar,9,Burgos
62,Cabezón de la Sierra,9,Burgos
268,Pinilla de los Barruecos,9,Burgos
144,La Gallega,9,Burgos
110,Contreras,9,Burgos
223,Monasterio de la Sierra,9,Burgos
330,Salas de los Infantes,9,Burgos
269,Pinilla de los Moros,9,Burgos
38,Barbadillo del Mercado,9,Burgos
312,La Revilla y Ahedo,9,Burgos
478,Vizcaínos,9,Burgos
39,Barbadillo del Pez,9,Burgos
173,Huerta de Arriba,9,Burgos
414,Valle de Valdelaguna,9,Burgos
37,Barbadillo de Herreros,9,Burgos
226,Monterrubio de la Demanda,9,Burgos
318,Riocavado de la Sierra,9,Burgos
330,Salas de los Infantes,9,Burgos
378,Tejada,9,Burgos
356,Santibáñez del Val,9,Burgos
356,Santibáñez del Val,9,Burgos
163,Hontoria del Pinar,9,Burgos
315,Revillarruz,9,Burgos
332,Saldaña de Burgos,9,Burgos
221,Modúbar de la Emparedada,9,Burgos
362,Sarracín,9,Burgos
20,Arauzo de Miel,9,Burgos
340,San Millán de Lara,9,Burgos
200,Mambrillas de Lara,9,Burgos
183,Jaramillo de la Fuente,9,Burgos
430,Villaespasa,9,Burgos
381,Tinieblas de la Sierra,9,Burgos
169,Hortigüela,9,Burgos
78,Cascajares de la Sierra,9,Burgos
191,Jurisdicción de Lara,9,Burgos
184,Jaramillo Quemado,9,Burgos
476,Villoruebo,9,Burgos
119,Cuevas de San Clemente,9,Burgos
30,Los Ausines,9,Burgos
200,Mambrillas de Lara,9,Burgos
388,Torrelara,9,Burgos
476,Villoruebo,9,Burgos
314,Revilla del Campo,9,Burgos
248,Palazuelos de la Sierra,9,Burgos
447,Villamiel de la Sierra,9,Burgos
381,Tinieblas de la Sierra,9,Burgos
66,Campolara,9,Burgos
430,Villaespasa,9,Burgos
191,Jurisdicción de Lara,9,Burgos
449,Villanueva de Argaño,9,Burgos
181,Isar,9,Burgos
181,Isar,9,Burgos
302,Rabanera del Pinar,9,Burgos
163,Hontoria del Pinar,9,Burgos
289,Quintanar de la Sierra,9,Burgos
179,Iglesiarrubia,9,Burgos
232,Neila,9,Burgos
246,Palacios de la Sierra,9,Burgos
425,Vilviestre del Pinar,9,Burgos
84,Castrillo de la Reina,9,Burgos
225,Moncalvillo,9,Burgos
67,Canicosa de la Sierra,9,Burgos
309,Regumiel de la Sierra,9,Burgos
37,Cáceres,10,Cáceres
37,Cáceres,10,Cáceres
37,Cáceres,10,Cáceres
37,Cáceres,10,Cáceres
37,Cáceres,10,Cáceres
37,Cáceres,10,Cáceres
121,Miajadas,10,Cáceres
121,Miajadas,10,Cáceres
110,Losar de la Vera,10,Cáceres
112,Madrigalejo,10,Cáceres
109,Logrosán,10,Cáceres
29,Berzocana,10,Cáceres
219,Zorita,10,Cáceres
201,Valdemorales,10,Cáceres
20,Almoharín,10,Cáceres
73,Escurial,10,Cáceres
43,Campo Lugar,10,Cáceres
9,Alcollarín,10,Cáceres
44,Cañamero,10,Cáceres
17,Alía,10,Cáceres
87,Guadalupe,10,Cáceres
10,Alcuéscar,10,Cáceres
52,Casas de Don Antonio,10,Cáceres
12,Aldea del Cano,10,Cáceres
37,Cáceres,10,Cáceres
217,Zarza de Montánchez,10,Cáceres
126,Montánchez,10,Cáceres
216,Zarza de Granadilla,10,Cáceres
198,Valdefuentes,10,Cáceres
177,Sierra de Fuentes,10,Cáceres
211,Villanueva de la Sierra,10,Cáceres
193,Torreorgaz,10,Cáceres
194,Torrequemada,10,Cáceres
192,Torremocha,10,Cáceres
31,Botija,10,Cáceres
27,Benquerencia,10,Cáceres
188,Torre de Santa María,10,Cáceres
7,Albalá,10,Cáceres
161,Ruanes,10,Cáceres
217,Zarza de Montánchez,10,Cáceres
165,Santa Ana,10,Cáceres
163,Salvatierra de Santiago,10,Cáceres
115,Malpartida de Cáceres,10,Cáceres
49,Casar de Cáceres,10,Cáceres
170,Santiago del Campo,10,Cáceres
98,Hinojal,10,Cáceres
178,Talaván,10,Cáceres
125,Monroy,10,Cáceres
37,Cáceres,10,Cáceres
7,Albalá,10,Cáceres
169,Santiago de Alcántara,10,Cáceres
168,Santa Marta de Magasca,10,Cáceres
37,Cáceres,10,Cáceres
195,Trujillo,10,Cáceres
113,Madroñera,10,Cáceres
195,Trujillo,10,Cáceres
92,Herguijuela,10,Cáceres
66,Conquista de la Sierra,10,Cáceres
77,Garciaz,10,Cáceres
11,Aldeacentenera,10,Cáceres
186,Torrecillas de la Tiesa,10,Cáceres
166,Santa Cruz de la Sierra,10,Cáceres
158,Robledillo de Trujillo,10,Cáceres
153,Puerto de Santa Cruz,10,Cáceres
2,Abertura,10,Cáceres
209,Villamesías,10,Cáceres
158,Robledillo de Trujillo,10,Cáceres
69,La Cumbre,10,Cáceres
149,Plasenzuela,10,Cáceres
102,Ibahernando,10,Cáceres
195,Trujillo,10,Cáceres
195,Trujillo,10,Cáceres
13,La Aldea del Obispo,10,Cáceres
195,Trujillo,10,Cáceres
131,Navalmoral de la Mata,10,Cáceres
180,Talayuela,10,Cáceres
65,Collado de la Vera,10,Cáceres
180,Talayuela,10,Cáceres
180,Talayuela,10,Cáceres
30,Bohonal de Ibor,10,Cáceres
75,Fresnedoso de Ibor,10,Cáceres
120,Mesas de Ibor,10,Cáceres
197,Valdecañas de Tajo,10,Cáceres
42,Campillo de Deleitosa,10,Cáceres
213,Villar del Pedroso,10,Cáceres
213,Villar del Pedroso,10,Cáceres
48,Carrascalejo,10,Cáceres
200,Valdelacasa de Tajo,10,Cáceres
197,Valdecañas de Tajo,10,Cáceres
83,Garvín,10,Cáceres
141,Peraleda de San Román,10,Cáceres
140,Peraleda de la Mata,10,Cáceres
60,Castañar de Ibor,10,Cáceres
132,Navalvillar de Ibor,10,Cáceres
19,Almaraz,10,Cáceres
160,Romangordo,10,Cáceres
97,Higuera,10,Cáceres
57,Casas de Miravete,10,Cáceres
93,Hernán-Pérez,10,Cáceres
70,Deleitosa,10,Cáceres
159,Robledollano,10,Cáceres
33,Cabañas del Castillo,10,Cáceres
33,Cabañas del Castillo,10,Cáceres
134,Navezuelas,10,Cáceres
103,Jaraicejo,10,Cáceres
173,Saucedilla,10,Cáceres
901,Rosalejo,10,Cáceres
85,El Gordo,10,Cáceres
28,Berrocalejo,10,Cáceres
199,Valdehúncar,10,Cáceres
26,Belvís de Monroy,10,Cáceres
122,Millanes,10,Cáceres
104,Jaraíz de la Vera,10,Cáceres
22,Arroyomolinos de la Vera,10,Cáceres
138,Pasarón de la Vera,10,Cáceres
79,Garganta la Olla,10,Cáceres
191,Torremenga,10,Cáceres
65,Collado de la Vera,10,Cáceres
203,Valencia de Alcántara,10,Cáceres
181,Tejeda de Tiétar,10,Cáceres
68,Cuacos de Yuste,10,Cáceres
14,Aldeanueva de la Vera,10,Cáceres
105,Jarandilla de la Vera,10,Cáceres
91,Guijo de Santa Bárbara,10,Cáceres
110,Losar de la Vera,10,Cáceres
212,Villanueva de la Vera,10,Cáceres
111,Madrigal de la Vera,10,Cáceres
902,Vegaviana,10,Cáceres
204,Valverde de la Vera,10,Cáceres
212,Villanueva de la Vera,10,Cáceres
179,Talaveruela de la Vera,10,Cáceres
206,Viandar de la Vera,10,Cáceres
157,Robledillo de la Vera,10,Cáceres
203,Valencia de Alcántara,10,Cáceres
203,Valencia de Alcántara,10,Cáceres
169,Santiago de Alcántara,10,Cáceres
46,Carbajo,10,Cáceres
94,Herrera de Alcántara,10,Cáceres
62,Cedillo,10,Cáceres
203,Valencia de Alcántara,10,Cáceres
203,Valencia de Alcántara,10,Cáceres
203,Valencia de Alcántara,10,Cáceres
203,Valencia de Alcántara,10,Cáceres
58,Casatejada,10,Cáceres
182,Toril,10,Cáceres
176,Serrejón,10,Cáceres
114,Majadas,10,Cáceres
175,Serradilla,10,Cáceres
123,Mirabel,10,Cáceres
18,Aliseda,10,Cáceres
95,Herreruela,10,Cáceres
162,Salorino,10,Cáceres
119,Membrío,10,Cáceres
116,Malpartida de Plasencia,10,Cáceres
92,Herguijuela,10,Cáceres
182,Toril,10,Cáceres
116,Malpartida de Plasencia,10,Cáceres
56,Casas de Millán,10,Cáceres
49,Casar de Cáceres,10,Cáceres
148,Plasencia,10,Cáceres
35,Cabezuela del Valle,10,Cáceres
183,Tornavacas,10,Cáceres
107,Jerte,10,Cáceres
130,Navaconcejo,10,Cáceres
196,Valdastillas,10,Cáceres
147,Piornal,10,Cáceres
54,Casas del Castañar,10,Cáceres
36,Cabrero,10,Cáceres
90,Guijo de Granadilla,10,Cáceres
184,El Torno,10,Cáceres
154,Rebollar,10,Cáceres
41,Caminomorisco,10,Cáceres
135,Nuñomoral,10,Cáceres
41,Caminomorisco,10,Cáceres
41,Caminomorisco,10,Cáceres
108,Ladrillar,10,Cáceres
108,Ladrillar,10,Cáceres
135,Nuñomoral,10,Cáceres
135,Nuñomoral,10,Cáceres
135,Nuñomoral,10,Cáceres
51,Casares de las Hurdes,10,Cáceres
135,Nuñomoral,10,Cáceres
41,Caminomorisco,10,Cáceres
41,Caminomorisco,10,Cáceres
146,Pinofranqueado,10,Cáceres
50,Casar de Palomero,10,Cáceres
146,Pinofranqueado,10,Cáceres
146,Pinofranqueado,10,Cáceres
50,Casar de Palomero,10,Cáceres
50,Casar de Palomero,10,Cáceres
144,La Pesga,10,Cáceres
6,Ahigal,10,Cáceres
136,Oliva de Plasencia,10,Cáceres
167,Santa Cruz de Paniagua,10,Cáceres
137,Palomero,10,Cáceres
167,Santa Cruz de Paniagua,10,Cáceres
117,Marchagaz,10,Cáceres
103,Jaraicejo,10,Cáceres
63,Cerezo,10,Cáceres
124,Mohedas de Granadilla,10,Cáceres
90,Guijo de Granadilla,10,Cáceres
172,Santibáñez el Bajo,10,Cáceres
5,Aceituna,10,Cáceres
136,Oliva de Plasencia,10,Cáceres
47,Carcaboso,10,Cáceres
16,Aldehuela de Jerte,10,Cáceres
47,Carcaboso,10,Cáceres
148,Plasencia,10,Cáceres
202,Valdeobispo,10,Cáceres
116,Malpartida de Plasencia,10,Cáceres
903,Alagón del Río,10,Cáceres
76,Galisteo,10,Cáceres
148,Plasencia,10,Cáceres
76,Galisteo,10,Cáceres
89,Guijo de Galisteo,10,Cáceres
155,Riolobos,10,Cáceres
190,Torrejón el Rubio,10,Cáceres
182,Toril,10,Cáceres
175,Serradilla,10,Cáceres
25,Barrado,10,Cáceres
81,Gargüera,10,Cáceres
182,Toril,10,Cáceres
181,Tejeda de Tiétar,10,Cáceres
116,Malpartida de Plasencia,10,Cáceres
96,Hervás,10,Cáceres
38,Dos Hermanas,41,Sevilla
216,Zarza de Granadilla,10,Cáceres
86,La Granja,10,Cáceres
90,Guijo de Granadilla,10,Cáceres
214,Villar de Plasencia,10,Cáceres
106,Jarilla,10,Cáceres
34,Cabezabellosa,10,Cáceres
55,Casas del Monte,10,Cáceres
174,Segura de Toro,10,Cáceres
15,Aldeanueva del Camino,10,Cáceres
1,Abadía,10,Cáceres
80,Gargantilla,10,Cáceres
24,Baños de Montemayor,10,Cáceres
78,La Garganta,10,Cáceres
67,Coria,10,Cáceres
198,Valdefuentes,10,Cáceres
127,Montehermoso,10,Cáceres
67,Coria,10,Cáceres
89,Guijo de Galisteo,10,Cáceres
129,Morcillo,10,Cáceres
211,Villanueva de la Sierra,10,Cáceres
152,Pozuelo de Zarzón,10,Cáceres
207,Villa del Campo,10,Cáceres
88,Guijo de Coria,10,Cáceres
89,Guijo de Galisteo,10,Cáceres
53,Casas de Don Gómez,10,Cáceres
40,Calzadilla,10,Cáceres
53,Casas de Don Gómez,10,Cáceres
59,Casillas de Coria,10,Cáceres
45,Cañaveral,10,Cáceres
99,Holguera,10,Cáceres
151,Portezuelo,10,Cáceres
99,Holguera,10,Cáceres
45,Cañaveral,10,Cáceres
155,Riolobos,10,Cáceres
139,Pedroso de Acim,10,Cáceres
189,Torrejoncillo,10,Cáceres
189,Torrejoncillo,10,Cáceres
128,Moraleja,10,Cáceres
902,Vegaviana,10,Cáceres
101,Huélaga,10,Cáceres
84,Gata,10,Cáceres
100,Hoyos,10,Cáceres
3,Acebo,10,Cáceres
215,Villasbuenas de Gata,10,Cáceres
171,Santibáñez el Alto,10,Cáceres
84,Gata,10,Cáceres
187,Torre de Don Miguel,10,Cáceres
39,Cadalso,10,Cáceres
71,Descargamaría,10,Cáceres
156,Robledillo de Gata,10,Cáceres
93,Hernán-Pérez,10,Cáceres
185,Torrecilla de los Ángeles,10,Cáceres
61,Ceclavín,10,Cáceres
4,Acehúche,10,Cáceres
218,Zarza la Mayor,10,Cáceres
38,Cachorrilla,10,Cáceres
143,Pescueza,10,Cáceres
150,Portaje,10,Cáceres
205,Valverde del Fresno,10,Cáceres
72,Eljas,10,Cáceres
164,San Martín de Trevejo,10,Cáceres
210,Villamiel,10,Cáceres
210,Villamiel,10,Cáceres
64,Cilleros,10,Cáceres
142,Perales del Puerto,10,Cáceres
45,Cañaveral,10,Cáceres
21,Arroyo de la Luz,10,Cáceres
115,Malpartida de Cáceres,10,Cáceres
37,Cáceres,10,Cáceres
133,Navas del Madroño,10,Cáceres
82,Garrovillas de Alconétar,10,Cáceres
32,Brozas,10,Cáceres
208,Villa del Rey,10,Cáceres
118,Mata de Alcántara,10,Cáceres
8,Alcántara,10,Cáceres
8,Alcántara,10,Cáceres
8,Alcántara,10,Cáceres
145,Piedras Albas,10,Cáceres
12,Cádiz,11,Cádiz
12,Cádiz,11,Cádiz
12,Cádiz,11,Cádiz
12,Cádiz,11,Cádiz
12,Cádiz,11,Cádiz
12,Cádiz,11,Cádiz
12,Cádiz,11,Cádiz
12,Cádiz,11,Cádiz
12,Cádiz,11,Cádiz
12,Cádiz,11,Cádiz
12,Cádiz,11,Cádiz
12,Cádiz,11,Cádiz
31,San Fernando,11,Cádiz
15,Chiclana de la Frontera,11,Cádiz
15,Chiclana de la Frontera,11,Cádiz
14,Conil de la Frontera,11,Cádiz
14,Conil de la Frontera,11,Cádiz
39,Vejer de la Frontera,11,Cádiz
7,Barbate,11,Cádiz
39,Vejer de la Frontera,11,Cádiz
39,Vejer de la Frontera,11,Cádiz
7,Barbate,11,Cádiz
7,Barbate,11,Cádiz
23,Medina-Sidonia,11,Cádiz
25,Paterna de Rivera,11,Cádiz
